Zeit / s	Temperatur / °C
3,198870E+2	7,135378E+1
3,208870E+2	7,133752E+1
3,218870E+2	7,131873E+1
3,228870E+2	7,132287E+1
3,238870E+2	7,127429E+1
3,248870E+2	7,126029E+1
3,258870E+2	7,124840E+1
3,268870E+2	7,120067E+1
3,278870E+2	7,119362E+1
3,288870E+2	7,118448E+1
3,298870E+2	7,118768E+1
3,308870E+2	7,116365E+1
3,318870E+2	7,114606E+1
3,328870E+2	7,113400E+1
3,338870E+2	7,111884E+1
3,348870E+2	7,115376E+1
3,358870E+2	7,116415E+1
3,368870E+2	7,118253E+1
3,378870E+2	7,121196E+1
3,388870E+2	7,115675E+1
3,398870E+2	7,113849E+1
3,408870E+2	7,115018E+1
3,418870E+2	7,112685E+1
3,428870E+2	7,111858E+1
3,438870E+2	7,110402E+1
3,448870E+2	7,107353E+1
3,458870E+2	7,106403E+1
3,468870E+2	7,105943E+1
3,478870E+2	7,102922E+1
3,488870E+2	7,103474E+1
3,498870E+2	7,099705E+1
3,508870E+2	7,099875E+1
3,518870E+2	7,097556E+1
3,528870E+2	7,095543E+1
3,538870E+2	7,095954E+1
3,548870E+2	7,096612E+1
3,558870E+2	7,096108E+1
3,568870E+2	7,093198E+1
3,578870E+2	7,088407E+1
3,588870E+2	7,087631E+1
3,598870E+2	7,082123E+1
3,608870E+2	7,073950E+1
3,618870E+2	7,067867E+1
3,628870E+2	7,064557E+1
3,638870E+2	7,055475E+1
3,648870E+2	7,055536E+1
3,658870E+2	7,052063E+1
3,668870E+2	7,045737E+1
3,678870E+2	7,046367E+1
3,688870E+2	7,044457E+1
3,698870E+2	7,040677E+1
3,708870E+2	7,037792E+1
3,718870E+2	7,035961E+1
3,728870E+2	7,031395E+1
3,738870E+2	7,031192E+1
3,748870E+2	7,029459E+1
3,758870E+2	7,030441E+1
3,768870E+2	7,031427E+1
3,778870E+2	7,034085E+1
3,788870E+2	7,033080E+1
3,798870E+2	7,033549E+1
3,808870E+2	7,036075E+1
3,818870E+2	7,032724E+1
3,828870E+2	7,031094E+1
3,838870E+2	7,028182E+1
3,848870E+2	7,026879E+1
3,858870E+2	7,024984E+1
3,868870E+2	7,027158E+1
3,878870E+2	7,028002E+1
3,888870E+2	7,029100E+1
3,898870E+2	7,028023E+1
3,908870E+2	7,028677E+1
3,918870E+2	7,025937E+1
3,928870E+2	7,026579E+1
3,938870E+2	7,026662E+1
3,948870E+2	7,028148E+1
3,958870E+2	7,023544E+1
3,968870E+2	7,016739E+1
3,978870E+2	7,012471E+1
3,988870E+2	7,013871E+1
3,998870E+2	7,015383E+1
4,008870E+2	7,015242E+1
4,018870E+2	7,011530E+1
4,028870E+2	7,015689E+1
4,038870E+2	7,012268E+1
4,048870E+2	7,012459E+1
4,058870E+2	7,011872E+1
4,068870E+2	7,010768E+1
4,078870E+2	7,007091E+1
