Zeit / s	Anzahl Impulse
4,482110E+2	3,000000E+0
4,487350E+2	1,200000E+1
4,492580E+2	6,000000E+0
4,497810E+2	5,000000E+0
4,503060E+2	4,000000E+0
4,508300E+2	4,000000E+0
4,513540E+2	1,000000E+0
4,518770E+2	5,000000E+0
4,524020E+2	3,000000E+0
4,529260E+2	5,000000E+0
4,534490E+2	6,000000E+0
4,539740E+2	5,000000E+0
4,544980E+2	7,000000E+0
4,550230E+2	8,000000E+0
4,555470E+2	2,000000E+0
4,560710E+2	3,000000E+0
4,565960E+2	5,000000E+0
4,571200E+2	3,000000E+0
4,576450E+2	4,000000E+0
4,581690E+2	4,000000E+0
4,586930E+2	3,000000E+0
4,592160E+2	4,000000E+0
4,597400E+2	6,000000E+0
4,602650E+2	4,000000E+0
4,607890E+2	2,000000E+0
4,613140E+2	6,000000E+0
4,618380E+2	4,000000E+0
4,623620E+2	3,000000E+0
4,628870E+2	6,000000E+0
4,634110E+2	4,000000E+0
4,639360E+2	8,000000E+0
4,644600E+2	5,000000E+0
4,649850E+2	5,000000E+0
4,655090E+2	7,000000E+0
4,660330E+2	7,000000E+0
4,665570E+2	2,000000E+0
4,670810E+2	5,000000E+0
4,676070E+2	5,000000E+0
4,681310E+2	1,000000E+1
4,686550E+2	2,000000E+0
4,691810E+2	1,000000E+0
4,697060E+2	4,000000E+0
4,702310E+2	5,000000E+0
4,707550E+2	6,000000E+0
4,712790E+2	3,000000E+0
4,718050E+2	5,000000E+0
4,723300E+2	5,000000E+0
4,728550E+2	8,000000E+0
4,733800E+2	5,000000E+0
4,739050E+2	7,000000E+0
4,744310E+2	7,000000E+0
4,749550E+2	8,000000E+0
4,754810E+2	7,000000E+0
4,760060E+2	3,000000E+0
4,765310E+2	5,000000E+0
4,770570E+2	5,000000E+0
4,775820E+2	9,000000E+0
4,781080E+2	9,000000E+0
4,786330E+2	4,000000E+0
4,791580E+2	6,000000E+0
4,796840E+2	4,000000E+0
4,802090E+2	5,000000E+0
4,807350E+2	2,000000E+0
4,812600E+2	3,000000E+0
4,817850E+2	9,000000E+0
4,823110E+2	4,000000E+0
4,828370E+2	3,000000E+0
4,833620E+2	9,000000E+0
4,838880E+2	1,000000E+0
4,844130E+2	6,000000E+0
4,849390E+2	8,000000E+0
4,854640E+2	5,000000E+0
4,859890E+2	3,000000E+0
4,865150E+2	7,000000E+0
4,870410E+2	7,000000E+0
4,875670E+2	2,000000E+0
4,880920E+2	4,000000E+0
4,886170E+2	1,000000E+0
4,891430E+2	4,000000E+0
4,896690E+2	6,000000E+0
4,901940E+2	5,000000E+0
4,907200E+2	1,000000E+1
4,912460E+2	1,100000E+1
4,917730E+2	3,000000E+0
4,922990E+2	8,000000E+0
4,928240E+2	6,000000E+0
4,933510E+2	5,000000E+0
4,938770E+2	4,000000E+0
4,944030E+2	7,000000E+0
4,949310E+2	4,000000E+0
4,954570E+2	4,000000E+0
4,959840E+2	3,000000E+0
4,965100E+2	4,000000E+0
4,970360E+2	4,000000E+0
4,975620E+2	1,000000E+0
4,980880E+2	8,000000E+0
4,986140E+2	5,000000E+0
4,991410E+2	4,000000E+0
4,996670E+2	7,000000E+0
5,001930E+2	4,000000E+0
5,007190E+2	7,000000E+0
5,012450E+2	7,000000E+0
5,017720E+2	5,000000E+0
5,022980E+2	9,000000E+0
5,028250E+2	3,000000E+0
5,033520E+2	8,000000E+0
5,038780E+2	6,000000E+0
5,044040E+2	8,000000E+0
5,049320E+2	5,000000E+0
5,054580E+2	1,000000E+0
5,059850E+2	6,000000E+0
5,065110E+2	2,000000E+0
5,070370E+2	1,000000E+0
5,075650E+2	7,000000E+0
5,080910E+2	1,000000E+0
5,086170E+2	6,000000E+0
5,091440E+2	7,000000E+0
5,096710E+2	6,000000E+0
5,101970E+2	6,000000E+0
5,107240E+2	2,000000E+0
5,112500E+2	5,000000E+0
5,117770E+2	3,000000E+0
5,123030E+2	1,300000E+1
5,128300E+2	7,000000E+0
5,133580E+2	2,000000E+0
5,138850E+2	3,000000E+0
5,144120E+2	3,000000E+0
5,149390E+2	6,000000E+0
